qid,first_stage_rank,doc_id,pair_tokens,over_512,over_1024
fns-2b5312f2f5d3ce4132a1241f5061c495d522ec8ab76c364285c4f865226e0305,43,nk-2-article-217-chunk-015,797,true,false
fns-2b5312f2f5d3ce4132a1241f5061c495d522ec8ab76c364285c4f865226e0305,44,nk-2-article-255-chunk-005,289,false,false
fns-2b5312f2f5d3ce4132a1241f5061c495d522ec8ab76c364285c4f865226e0305,45,nk-2-article-346.43-chunk-002,988,true,false
fns-2b5312f2f5d3ce4132a1241f5061c495d522ec8ab76c364285c4f865226e0305,46,nk-2-article-346.2-chunk-001,675,true,false
fns-2b5312f2f5d3ce4132a1241f5061c495d522ec8ab76c364285c4f865226e0305,47,nk-2-article-210-chunk-005,787,true,false
fns-2b5312f2f5d3ce4132a1241f5061c495d522ec8ab76c364285c4f865226e0305,48,nk-2-article-264-chunk-009,818,true,false
fns-2b5312f2f5d3ce4132a1241f5061c495d522ec8ab76c364285c4f865226e0305,49,nk-2-article-346.51-chunk-003,809,true,false
fns-2b5312f2f5d3ce4132a1241f5061c495d522ec8ab76c364285c4f865226e0305,50,nk-2-article-346.11-chunk-001,615,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,1,nk-2-article-268-chunk-003,219,false,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,2,nk-2-article-323-chunk-001,794,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,3,nk-2-article-259-chunk-001,736,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,4,nk-2-article-257-chunk-001,778,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,5,nk-2-article-322-chunk-002,220,false,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,6,nk-2-article-256-chunk-001,791,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,7,nk-2-article-322-chunk-001,763,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,8,nk-2-article-346.38-chunk-002,890,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,9,nk-2-article-259.2-chunk-002,793,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,10,nk-2-article-259.1-chunk-001,648,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,11,nk-2-article-257-chunk-003,757,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,12,nk-2-article-259.2-chunk-001,771,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,13,nk-2-article-258-chunk-001,668,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,14,nk-2-article-259.3-chunk-002,722,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,15,nk-2-article-260-chunk-001,201,false,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,16,nk-2-article-259-chunk-002,165,false,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,17,nk-2-article-309.1-chunk-005,839,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,18,nk-2-article-256-chunk-002,776,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,19,nk-2-article-333.48-chunk-001,917,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,20,nk-2-article-247-chunk-001,284,false,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,21,nk-2-article-277-chunk-001,967,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,22,nk-2-article-288-chunk-002,895,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,23,nk-2-article-250-chunk-001,903,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,24,nk-2-article-258-chunk-003,772,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,25,nk-2-article-288-chunk-001,868,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,26,nk-2-article-258-chunk-004,573,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,27,nk-2-article-280-chunk-001,687,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,28,nk-2-article-257-chunk-004,779,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,29,nk-2-article-333.47-chunk-001,806,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,30,nk-1-article-56.1-chunk-007,929,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,31,nk-2-article-258-chunk-002,751,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,32,nk-2-article-268-chunk-002,820,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,33,nk-2-article-374-chunk-001,782,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,34,nk-2-article-257-chunk-002,562,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,35,nk-2-article-333.48-chunk-003,828,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,36,nk-1-article-142.7-chunk-001,92,false,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,37,nk-2-article-346.38-chunk-001,901,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,38,nk-2-article-273-chunk-001,901,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,39,nk-2-article-286.2-chunk-002,859,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,40,nk-1-article-25.13-chunk-002,760,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,41,nk-2-article-401-chunk-001,178,false,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,42,nk-1-article-25.15-chunk-001,805,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,43,nk-2-article-346.38-chunk-003,867,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,44,nk-2-article-217-chunk-024,871,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,45,nk-2-article-268-chunk-001,861,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,46,nk-2-article-278-chunk-001,571,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,47,nk-2-article-375-chunk-001,437,false,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,48,nk-2-article-333.48-chunk-004,659,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,49,nk-2-article-259.3-chunk-001,791,true,false
fns-2c7f567c446d99f75076b65a2219dfc741c0f50dc57d9f4a9e42ec9fddfa7718,50,nk-2-article-271-chunk-006,946,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,1,nk-2-article-346.25-chunk-002,887,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,2,nk-2-article-346.25-chunk-001,906,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,3,nk-2-article-346.18-chunk-002,329,false,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,4,nk-2-article-346.16-chunk-004,872,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,5,nk-2-article-346.17-chunk-003,924,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,6,nk-2-article-427-chunk-027,697,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,7,nk-2-article-346.6-chunk-002,891,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,8,nk-2-article-346.6-chunk-003,471,false,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,9,nk-2-article-346.11-chunk-001,624,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,10,nk-2-article-346.13-chunk-002,806,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,11,nk-2-article-346.13-chunk-001,806,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,12,nk-2-article-145-chunk-004,882,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,13,nk-2-article-252-chunk-001,894,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,14,nk-2-article-170-chunk-004,856,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,15,nk-2-article-346.38-chunk-002,921,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,16,nk-2-article-346.24-chunk-001,137,false,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,17,nk-2-article-170-chunk-002,906,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,18,nk-2-article-346.5-chunk-005,735,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,19,nk-2-article-272-chunk-002,836,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,20,nk-2-article-346.45-chunk-003,830,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,21,nk-2-article-346.5-chunk-008,906,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,22,nk-2-article-164-chunk-016,863,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,23,nk-2-article-262-chunk-004,422,false,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,24,nk-2-article-273-chunk-002,717,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,25,nk-2-article-346.12-chunk-001,876,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,26,nk-2-article-145-chunk-001,875,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,27,nk-2-article-346.17-chunk-002,854,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,28,nk-2-article-164-chunk-015,891,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,29,nk-2-article-272-chunk-001,890,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,30,nk-2-article-346.46-chunk-001,678,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,31,nk-2-article-270-chunk-001,961,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,32,nk-2-article-346.5-chunk-006,807,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,33,nk-2-article-170-chunk-011,213,false,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,34,nk-2-article-346.18-chunk-001,909,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,35,nk-2-article-346.5-chunk-007,752,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,36,nk-2-article-145-chunk-002,877,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,37,nk-2-article-272-chunk-003,880,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,38,nk-2-article-346.14-chunk-001,356,false,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,39,nk-2-article-346.21-chunk-003,943,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,40,nk-2-article-260-chunk-001,232,false,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,41,nk-2-article-346.45-chunk-004,678,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,42,nk-2-article-145-chunk-005,857,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,43,nk-2-article-170-chunk-006,924,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,44,nk-2-article-343.1-chunk-001,836,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,45,nk-2-article-164-chunk-017,598,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,46,nk-2-article-252-chunk-002,232,false,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,47,nk-2-article-262-chunk-002,841,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,48,nk-2-article-346.23-chunk-001,299,false,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,49,nk-2-article-346.16-chunk-001,849,true,false
fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,50,nk-2-article-171.1-chunk-002,861,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,1,nk-2-article-333.44-chunk-001,950,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,2,nk-2-article-145.2-chunk-001,940,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,3,nk-2-article-246.1-1-chunk-001,826,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,4,nk-2-article-246.3-chunk-001,821,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,5,nk-2-article-333.44-chunk-002,877,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,6,nk-2-article-145-chunk-001,847,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,7,nk-2-article-145-chunk-005,829,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,8,nk-2-article-145.1-chunk-001,840,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,9,nk-2-article-246.1-chunk-001,837,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,10,nk-2-article-145-chunk-003,731,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,11,nk-2-article-333.44-chunk-003,234,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,12,nk-2-article-246.3-chunk-002,435,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,13,nk-2-article-246.1-chunk-002,242,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,14,nk-2-article-145-chunk-002,849,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,15,nk-2-article-145-chunk-004,854,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,16,nk-2-article-388-chunk-001,397,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,17,nk-2-article-149-chunk-021,832,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,18,nk-1-article-74-chunk-001,582,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,19,nk-1-article-25.5-chunk-001,926,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,20,nk-1-article-45-chunk-006,868,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,21,nk-2-article-164-chunk-015,863,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,22,nk-2-article-164-chunk-016,835,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,23,nk-2-article-161-chunk-005,918,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,24,nk-1-article-29-chunk-001,827,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,25,nk-1-article-25.9-chunk-001,785,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,26,nk-2-article-180-chunk-001,482,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,27,nk-2-article-400-chunk-001,86,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,28,nk-2-article-310-chunk-007,816,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,29,nk-1-article-44-chunk-001,398,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,30,nk-2-article-284.11-chunk-001,500,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,31,nk-1-article-22-chunk-001,230,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,32,nk-1-article-50-chunk-001,884,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,33,nk-2-article-418.2-chunk-001,87,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,34,nk-2-article-427-chunk-026,645,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,35,nk-1-article-26-chunk-001,207,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,36,nk-1-article-21-chunk-001,892,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,37,nk-2-article-184-chunk-002,815,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,38,nk-2-article-346.12-chunk-001,848,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,39,nk-1-article-19-chunk-001,191,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,40,nk-1-article-25.5-chunk-002,868,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,41,nk-1-article-23-chunk-004,755,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,42,nk-1-article-27-chunk-001,173,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,43,nk-2-article-145.2-chunk-002,489,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,44,nk-1-article-29-chunk-002,163,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,45,nk-2-article-169-chunk-003,909,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,46,nk-2-article-184-chunk-001,738,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,47,nk-1-article-23-chunk-002,782,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,48,nk-2-article-168-chunk-002,659,true,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,49,nk-2-article-346.36-chunk-001,248,false,false
fns-2cba7dafd96130262b21885af530ec45c9528e3d6cd5efdec8b42fde2e587b60,50,nk-1-article-45-chunk-001,794,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,1,nk-2-article-231-chunk-001,881,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,2,nk-1-article-133-chunk-001,232,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,3,nk-1-article-129.14-chunk-001,204,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,4,nk-1-article-79-chunk-003,824,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,5,nk-1-article-129.12-chunk-001,255,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,6,nk-2-article-203.1-chunk-006,879,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,7,nk-1-article-129.13-chunk-001,210,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,8,nk-1-article-129.15-chunk-001,398,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,9,nk-1-article-105.18-chunk-002,771,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,10,nk-1-article-79-chunk-002,708,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,11,nk-1-article-116-chunk-001,163,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,12,nk-2-article-214.2-chunk-002,471,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,13,nk-2-article-286.1-chunk-013,791,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,14,nk-2-article-286.2-chunk-003,119,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,15,nk-2-article-221.1-chunk-003,614,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,16,nk-1-article-119.1-chunk-001,84,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,17,nk-2-article-310.1-chunk-003,841,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,18,nk-1-article-135-chunk-001,209,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,19,nk-2-article-312-chunk-005,695,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,20,nk-1-article-123-chunk-001,290,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,21,nk-2-article-346.5-chunk-007,729,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,22,nk-1-article-75-chunk-001,882,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,23,nk-2-article-214.4-chunk-001,838,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,24,nk-1-article-129-chunk-001,143,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,25,nk-2-article-310.1-chunk-004,898,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,26,nk-2-article-203-chunk-001,890,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,27,nk-1-article-129.1-chunk-001,344,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,28,nk-2-article-214.6-chunk-003,886,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,29,nk-1-article-119-chunk-001,307,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,30,nk-2-article-174.2-chunk-004,125,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,31,nk-2-article-251-chunk-014,897,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,32,nk-1-article-75-chunk-002,568,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,33,nk-1-article-126.2-chunk-001,462,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,34,nk-2-article-250-chunk-001,911,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,35,nk-2-article-284.5-chunk-002,443,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,36,nk-1-article-60-chunk-002,590,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,37,nk-2-article-221.1-chunk-004,661,true,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,38,nk-1-article-135.3-chunk-001,284,false,false
fns-2d25fa2a0a0dfdb972919c561f36d399cc06855dd827b721ff6b9ac236e30ef9,39,nk-2-article-284-chunk-016,826,true,false
